0.00025	0.25	0.000000
0.00025	0.5	0.000000
0.00025	0.75	0.000000
0.00025	1	0.000000
0.00025	1.25	0.000000
0.00025	1.5	0.000000
0.00025	1.75	0.000000
0.00025	2	0.000000
0.00025	2.25	0.000000
0.00025	2.5	0.000000
0.00025	2.75	0.000000
0.00025	3	0.000000
0.00025	3.25	11.318191
0.00025	3.5	5.098733
0.00025	3.75	3.059347
0.00025	4	2.055010
0.00025	4.25	1.471877
0.00025	4.5	1.100402
0.00025	4.75	0.848921
0.00025	5	0.671079
0.00025	5.25	0.541065
0.00025	5.5	0.443465
0.00025	5.75	0.368595
0.00025	6	0.310104
0.00025	6.25	0.263691
0.00025	6.5	0.226358
0.00025	6.75	0.195967
0.00025	7	0.170965
0.00025	7.25	0.150197
0.00025	7.5	0.132798
0.00025	7.75	0.118107
0.00025	8	0.105613
0.00025	8.25	0.094916
0.00025	8.5	0.085704
0.00025	8.75	0.077724
0.00025	9	0.070777
0.00025	9.25	0.064698
0.00025	9.5	0.059355
0.00025	9.75	0.054639
0.00025	10	0.050458
0.00025	10.25	0.046740
0.00025	10.5	0.043420
0.00025	10.75	0.040446
0.00025	11	0.037773
0.00025	11.25	0.035364
0.00025	11.5	0.033186
0.00025	11.75	0.031212
0.00025	12	0.029418
0.00025	12.25	0.027783
0.00025	12.5	0.026291
0.00025	12.75	0.024925
0.00025	13	0.023672
0.00025	13.25	0.022521
0.00025	13.5	0.021461
0.00025	13.75	0.020482
0.00025	14	0.019578
0.00025	14.25	0.018740
0.00025	14.5	0.017964
0.00025	14.75	0.017242
0.00025	15	0.016572
0.00025	15.25	0.015946
0.00025	15.5	0.015363
0.00025	15.75	0.014817
0.00025	16	0.014307
0.00025	16.25	0.013830
0.00025	16.5	0.013382
0.00025	16.75	0.012961
0.00025	17	0.012566
0.00025	17.25	0.012193
0.00025	17.5	0.011843
0.00025	17.75	0.011512
0.00025	18	0.011200
0.00025	18.25	0.010905
0.00025	18.5	0.010626
0.00025	18.75	0.010362
0.00025	19	0.010112
0.00025	19.25	0.009874
0.00025	19.5	0.009649
0.00025	19.75	0.009435
0.00025	20	0.009232
0.00025	20.25	0.009038
0.00025	20.5	0.008855
0.00025	20.75	0.008679
0.00025	21	0.008512
0.00025	21.25	0.008353
0.00025	21.5	0.008201
0.00025	21.75	0.008056
0.00025	22	0.007917
0.00025	22.25	0.007785
0.00025	22.5	0.007657
0.00025	22.75	0.007536
0.00025	23	0.007419
0.00025	23.25	0.007308
0.00025	23.5	0.007201
0.00025	23.75	0.007099
0.00025	24	0.007000
0.00025	24.25	0.006906
0.00025	24.5	0.006815
0.00025	24.75	0.006728
0.00025	25	0.006644
0.00025	25.25	0.006564
0.00025	25.5	0.006487
0.00025	25.75	0.006412
0.00025	26	0.006341
0.00025	26.25	0.006272
0.00025	26.5	0.006205
0.00025	26.75	0.006141
0.00025	27	0.006079
0.00025	27.25	0.006020
0.00025	27.5	0.005962
0.00025	27.75	0.005907
0.00025	28	0.005853
0.00025	28.25	0.005802
